tourney_name,draw_size,tourney_date,match-num,Player1_name,Player1_hand,Player1_ht,Player1_nat,Player1_age,Player1_rank,Player1_rankpoints,score,best_of,round,Player2_name,Player2_hand,Player2_ht,Player2_nat,Player2_age,Player2_rank,Player2_rankpoints,winner
Setka,301,20220610,153,Zaporozhets R.,R,,UKR,,,,9-11 11-7 5-11 11-5 11-9,5,RR,Maliuk S.,R,,UKR,,,,1
Setka,301,20220610,154,Zydel J.,R,,UKR,,,,11-4 9-11 11-8 11-6 ,5,RR,Luder J.,R,,UKR,,,,1
Setka,301,20220610,155,Sklyarenko A.,R,,UKR,,,,11-7 11-8 8-11 11-9 ,5,RR,Mishchenko V.,R,,UKR,,,,1
Setka,301,20220610,156,Zholubak R.,R,,UKR,,,,9-11 9-11 11-7 11-4 12-10,5,RR,Honchar Y.,R,,UKR,,,,1
Setka,301,20220610,157,Zimcik L.,R,,UKR,,,,11-6 11-7 11-8  ,5,RR,Pavelka J.,R,,UKR,,,,1
Setka,301,20220610,158,Dubrovin V.,R,,UKR,,,,11-6 11-4 11-8  ,5,RR,Semipeadnii V.,R,,UKR,,,,1
Setka,301,20220610,159,Turek T.,L,,UKR,,,,5-11 4-11 11-2 7-11 ,5,RR,Mikus D.,L,,UKR,,,,0
Setka,301,20220610,160,Masko Y.,R,,UKR,,,,5-11 7-11 10-12  ,5,RR,Melnik V.,R,,UKR,,,,0
Setka,301,20220610,161,Barsa T.,R,,UKR,,,,11-9 11-5 11-3  ,5,RR,Zydel J.,R,,UKR,,,,1
Setka,301,20220610,162,Kunchurov D.,R,,UKR,,,,11-9 7-11 4-11 5-11 ,5,RR,Ponomarenko O.,R,,UKR,,,,0
Setka,301,20220610,163,Miroshnychenko S.,R,,UKR,,,,9-11 12-10 11-9 11-6 ,5,RR,Hubenko M.,R,,UKR,,,,1
Setka,301,20220610,164,Nadporozhskyi O.,R,,UKR,,,,17-19 12-10 13-15 11-7 8-11,5,RR,Mrykh M.,R,,UKR,,,,0
Setka,301,20220610,165,Tebenko Y.,R,,UKR,,,,6-11 11-9 9-11 11-7 7-11,5,RR,Korobko V.,R,,UKR,,,,0
Setka,301,20220610,166,Vilenchyts N.,R,,UKR,,,,11-5 14-12 6-11 11-13 3-11,5,RR,Yurchenko K.,R,,UKR,,,,0
Setka,301,20220610,167,Plyska O.,R,,UKR,,,,7-11 8-11 6-11  ,5,RR,Zimcik L.,R,,UKR,,,,0
Setka,301,20220610,168,Cechvala R.,R,,UKR,,,,11-7 13-11 12-10  ,5,RR,Marko J.,R,,UKR,,,,1
Setka,301,20220610,169,Shkepu S.,R,,UKR,,,,11-7 11-9 9-11 6-11 11-6,5,RR,Lipkan D.,R,,UKR,,,,1
Setka,301,20220610,170,Zemiantsev S.,R,,UKR,,,,11-13 11-9 9-11 8-11 ,5,RR,Cherevko R.,R,,UKR,,,,0
Setka,301,20220610,171,Huchok A.,R,,UKR,,,,11-5 11-5 11-6  ,5,RR,Kolos Y.,R,,UKR,,,,1
Setka,301,20220610,172,Lushchyk A.,R,,UKR,,,,5-11 15-13 11-6 10-12 11-5,5,RR,Ziakun O.,R,,UKR,,,,1
Setka,301,20220610,173,Zezule O.,R,,UKR,,,,9-11 5-11 11-3 12-10 11-3,5,RR,Luder J.,R,,UKR,,,,1
Setka,301,20220610,174,Bochkovskyi V.,R,,UKR,,,,5-11 6-11 6-11  ,5,RR,Drobov D.,R,,UKR,,,,0
Setka,301,20220610,175,Samofal Y.,R,,UKR,,,,10-12 11-6 4-11 9-11 ,5,RR,Peretiatko A.,R,,UKR,,,,0
Setka,301,20220610,176,Sprongl J.,R,,UKR,,,,5-11 11-8 11-9 11-7 ,5,RR,Pavelka J.,R,,UKR,,,,1
Setka,301,20220610,177,Pashkevich R.,R,,UKR,,,,9-11 11-5 7-11 11-4 11-4,5,RR,Kovik I.,R,,UKR,,,,1
Setka,301,20220610,178,Zachar M.,R,,UKR,,,,4-11 6-11 11-6 11-6 10-12,5,RR,Papirnik O.,R,,UKR,,,,0
Setka,301,20220610,179,Baranovskiy S.,R,,UKR,,,,10-12 9-11 11-8 11-3 10-12,5,RR,Horbanenko O.,R,,UKR,,,,0
Setka,301,20220610,180,Okopnyi V.,R,,UKR,,,,11-7 7-11 9-11 13-15 ,5,RR,Budnikov A.,R,,UKR,,,,0
Setka,301,20220610,181,Zaporozhets R.,R,,UKR,,,,7-11 9-11 12-10 9-11 ,5,RR,Miroshnychenko S.,R,,UKR,,,,0
Setka,301,20220610,182,Volkov P.,R,,UKR,,,,11-3 9-11 9-11 10-12 ,5,RR,Sokoltsov Y.,R,,UKR,,,,0
Setka,301,20220610,183,Zholubak R.,R,,UKR,,,,6-11 8-11 5-11  ,5,RR,Vilenchyts N.,R,,UKR,,,,0
Setka,301,20220610,184,Crainiucov G.,R,,UKR,,,,6-11 11-7 9-11 8-11 ,5,RR,Uzun N.,R,,UKR,,,,0
Setka,301,20220610,185,Zimcik L.,L,,UKR,,,,11-4 11-8 11-9  ,5,RR,Plyska O.,R,,UKR,,,,1
Setka,301,20220610,186,Tebenko Y.,L,,UKR,,,,5-11 11-6 21-19 9-11 9-11,5,RR,Kolos Y.,R,,UKR,,,,0
Setka,301,20220610,187,Marchuk M.,R,,UKR,,,,5-11 8-11 11-8 11-4 11-8,5,RR,Chernyshov D.,R,,UKR,,,,1
Setka,301,20220610,188,Ziakun O.,R,,UKR,,,,12-10 13-11 9-11 10-12 11-5,5,RR,Maliuk S.,R,,UKR,,,,1
Setka,301,20220610,189,Drobov D.,R,,UKR,,,,11-6 11-6 13-11  ,5,RR,Honchar Y.,L,,UKR,,,,1
Setka,301,20220610,190,Khorolskyi V.,R,,UKR,,,,11-6 6-11 11-3 14-12 ,5,RR,Pereyaslavsky D.,R,,UKR,,,,1
Setka,301,20220610,191,Zezule O.,R,,UKR,,,,11-9 11-6 11-5  ,5,RR,Barsa T.,R,,UKR,,,,1
Setka,301,20220610,192,Mischenko S.,R,,UKR,,,,11-3 16-14 8-11 11-9 ,5,RR,Dobrzhinsky O.,R,,UKR,,,,1
Setka,301,20220610,193,Pavelka J.,R,,UKR,,,,7-11 4-11 11-4 11-6 8-11,5,RR,Sprongl J.,R,,UKR,,,,0
Setka,301,20220610,194,Budnikov A.,R,,UKR,,,,8-11 8-11 6-11  ,5,RR,Korobko V.,R,,UKR,,,,0
Setka,301,20220610,195,Kyilo V.,R,,UKR,,,,11-6 2-11 7-11 11-3 10-12,5,RR,Diachenko M.,R,,UKR,,,,0
Setka,301,20220610,196,Cuba M.,R,,UKR,,,,11-9 6-11 11-3 11-7 ,5,RR,Novak R.,R,,UKR,,,,1
Setka,301,20220610,197,Lushchyk A.,R,,UKR,,,,11-5 11-9 8-11 6-11 9-11,5,RR,Hubenko M.,R,,UKR,,,,0
Setka,301,20220610,198,Bochkovskyi V.,R,,UKR,,,,8-11 11-8 8-11 11-9 9-11,5,RR,Yurchenko K.,R,,UKR,,,,0
Setka,301,20220610,199,Samofal Y.,R,,UKR,,,,11-13 11-7 11-6 12-10 ,5,RR,Sokoltsov Y.,R,,UKR,,,,1
Setka,301,20220610,200,Pashkevich R.,R,,UKR,,,,6-11 10-12 7-11  ,5,RR,Uzun N.,R,,UKR,,,,0
Setka,301,20220610,201,Huchok A.,R,,UKR,,,,11-13 9-11 10-12  ,5,RR,Okopnyi V.,R,,UKR,,,,0
Setka,301,20220610,202,Sachuk S.,R,,UKR,,,,4-11 11-5 12-10 5-11 13-11,5,RR,Hryshchenko O.,R,,UKR,,,,1
Setka,301,20220610,203,Svoboda V.,R,,UKR,,,,4-11 11-7 12-14 11-7 8-11,5,RR,Melisek M.,R,,UKR,,,,0
Setka,301,20220610,204,Zaporozhets R.,R,,UKR,,,,11-5 6-11 6-11 11-9 9-11,5,RR,Ziakun O.,R,,UKR,,,,0
Setka,301,20220610,205,Pereyaslavsky D.,R,,UKR,,,,8-11 7-11 11-9 6-11 ,5,RR,Peretiatko A.,R,,UKR,,,,0
Setka,301,20220610,206,Zholubak R.,R,,UKR,,,,11-13 9-11 5-11  ,5,RR,Drobov D.,R,,UKR,,,,0
Setka,301,20220610,207,Brichacek D.,R,,UKR,,,,8-11 8-11 11-13  ,5,RR,Rulc L.,R,,UKR,,,,0
Setka,301,20220610,208,Dobrzhinsky O.,R,,UKR,,,,11-9 8-11 11-5 6-11 11-13,5,RR,Kovik I.,R,,UKR,,,,0
Setka,301,20220610,209,Marchuk M.,R,,UKR,,,,7-11 10-12 6-11  ,5,RR,Diachenko M.,R,,UKR,,,,0
Setka,301,20220610,210,Tebenko Y.,R,,UKR,,,,4-11 11-7 11-9 8-11 10-12,5,RR,Budnikov A.,R,,UKR,,,,0
Setka,301,20220610,211,Cuba M.,R,,UKR,,,,11-6 11-6 11-6  ,5,RR,Melisek M.,R,,UKR,,,,1
Setka,301,20220610,212,Lushchyk A.,R,,UKR,,,,8-11 11-5 11-6 11-6 ,5,RR,Miroshnychenko S.,R,,UKR,,,,1
Setka,301,20220610,213,Bochkovskyi V.,R,,UKR,,,,5-11 8-11 8-11  ,5,RR,Vilenchyts N.,R,,UKR,,,,0
Setka,301,20220610,214,Pfleger M.,R,,UKR,,,,3-11 10-12 11-6 8-11 ,5,RR,Fafek J.,R,,UKR,,,,0
Setka,301,20220610,215,Volkov P.,R,,UKR,,,,9-11 11-2 11-3 3-11 11-8,5,RR,Khorolskyi V.,L,,UKR,,,,1
Setka,301,20220610,216,Crainiucov G.,R,,UKR,,,,11-7 6-11 11-6 12-10 ,5,RR,Mischenko S.,L,,UKR,,,,1
Setka,301,20220610,217,Hryshchenko O.,R,,UKR,,,,9-11 6-11 7-11  ,5,RR,Chernyshov D.,R,,UKR,,,,0
Setka,301,20220610,218,Okopnyi V.,R,,UKR,,,,9-11 14-12 11-4 12-10 ,5,RR,Kolos Y.,R,,UKR,,,,1
Setka,301,20220610,219,Brichacek D.,L,,UKR,,,,11-5 6-11 12-10 11-6 ,5,RR,Fafek J.,R,,UKR,,,,1
Setka,301,20220610,220,Svoboda V.,R,,UKR,,,,11-9 11-8 9-11 10-12 13-11,5,RR,Novak R.,R,,UKR,,,,1
Setka,301,20220610,221,Honchar Y.,R,,UKR,,,,11-5 11-5 5-11 7-11 10-12,5,RR,Yurchenko K.,R,,UKR,,,,0
Setka,301,20220610,222,Samofal Y.,R,,UKR,,,,11-7 11-2 8-11 13-15 6-11,5,RR,Pereyaslavsky D.,R,,UKR,,,,0
Setka,301,20220610,223,Pashkevich R.,R,,UKR,,,,3-11 13-11 7-11 11-9 12-10,5,RR,Dobrzhinsky O.,R,,UKR,,,,1
Setka,301,20220610,224,Pfleger M.,R,,UKR,,,,4-11 7-11 7-11  ,5,RR,Rulc L.,R,,UKR,,,,0
Setka,301,20220610,225,Kyilo V.,R,,UKR,,,,12-10 11-9 6-11 5-11 5-11,5,RR,Sachuk S.,R,,UKR,,,,0
Setka,301,20220610,226,Cuba M.,R,,UKR,,,,5-11 5-11 11-5 12-10 14-12,5,RR,Svoboda V.,R,,UKR,,,,1
Setka,301,20220610,227,Zaporozhets R.,R,,UKR,,,,10-12 11-13 9-11  ,5,RR,Lushchyk A.,R,,UKR,,,,0
Setka,301,20220610,228,Khorolskyi V.,R,,UKR,,,,11-8 7-11 11-13 9-11 ,5,RR,Sokoltsov Y.,R,,UKR,,,,0
Setka,301,20220610,229,Zholubak R.,R,,UKR,,,,12-10 5-11 12-10 11-7 ,5,RR,Bochkovskyi V.,R,,UKR,,,,1
Setka,301,20220610,230,Brichacek D.,R,,UKR,,,,17-15 9-11 11-6 11-7 ,5,RR,Pfleger M.,R,,UKR,,,,1
Setka,301,20220610,231,Huchok A.,R,,UKR,,,,12-14 11-13 5-11  ,5,RR,Korobko V.,R,,UKR,,,,0
Setka,301,20220610,232,Mischenko S.,R,,UKR,,,,11-9 12-10 11-8  ,5,RR,Uzun N.,R,,UKR,,,,1
Setka,301,20220610,233,Marchuk M.,R,,UKR,,,,6-11 6-11 6-11  ,5,RR,Hryshchenko O.,R,,UKR,,,,0
Setka,301,20220610,234,Tebenko Y.,R,,UKR,,,,11-8 6-11 11-9 7-11 11-9,5,RR,Okopnyi V.,R,,UKR,,,,1
Setka,301,20220610,235,Drobov D.,R,,UKR,,,,11-9 7-11 9-11 7-11 ,5,RR,Yurchenko K.,R,,UKR,,,,0
Setka,301,20220610,236,Melisek M.,R,,UKR,,,,11-13 11-7 11-7 8-11 7-11,5,RR,Novak R.,R,,UKR,,,,0
Setka,301,20220610,237,Volkov P.,R,,UKR,,,,7-11 8-11 12-10 6-11 ,5,RR,Peretiatko A.,R,,UKR,,,,0
Setka,301,20220610,238,Fafek J.,R,,UKR,,,,11-7 11-9 11-2  ,5,RR,Rulc L.,R,,UKR,,,,1
Setka,301,20220610,239,Crainiucov G.,R,,UKR,,,,10-12 11-6 12-14 11-8 9-11,5,RR,Kovik I.,R,,UKR,,,,0
Setka,301,20220610,240,Huchok A.,R,,UKR,,,,10-12 5-11 11-9 12-10 8-11,5,RR,Budnikov A.,R,,UKR,,,,0
Setka,301,20220610,241,Sachuk S.,R,,UKR,,,,11-8 4-11 11-5 11-9 ,5,RR,Diachenko M.,R,,UKR,,,,1
Setka,301,20220610,242,Miroshnychenko S.,R,,UKR,,,,11-3 11-6 13-11  ,5,RR,Maliuk S.,R,,UKR,,,,1
Setka,301,20220610,243,Samofal Y.,R,,UKR,,,,9-11 11-8 11-9 11-13 11-5,5,RR,Khorolskyi V.,R,,UKR,,,,1
Setka,301,20220610,244,Vilenchyts N.,R,,UKR,,,,7-11 12-10 11-8 11-5 ,5,RR,Honchar Y.,R,,UKR,,,,1
Setka,301,20220610,245,Novak R.,R,,UKR,,,,11-9 3-11 8-11 11-8 7-11,5,RR,Svoboda V.,R,,UKR,,,,0
Setka,301,20220610,246,Pfleger M.,R,,UKR,,,,13-11 11-9 11-7  ,5,RR,Brichacek D.,R,,UKR,,,,1
Setka,301,20220610,247,Pashkevich R.,R,,UKR,,,,11-3 7-11 11-9 11-8 ,5,RR,Mischenko S.,R,,UKR,,,,1
Setka,301,20220610,248,Kolos Y.,R,,UKR,,,,13-15 9-11 4-11  ,5,RR,Korobko V.,R,,UKR,,,,0
Setka,301,20220610,249,Kyilo V.,L,,UKR,,,,11-8 11-9 11-8  ,5,RR,Chernyshov D.,L,,UKR,,,,1
Setka,301,20220610,250,Volkov P.,R,,UKR,,,,11-4 9-11 7-11 9-11 ,5,RR,Pereyaslavsky D.,R,,UKR,,,,0
Setka,301,20220610,251,Melisek M.,R,,UKR,,,,11-7 5-11 11-9 4-11 7-11,5,RR,Cuba M.,R,,UKR,,,,0
Setka,301,20220610,252,Rulc L.,R,,UKR,,,,11-5 9-11 6-11 2-11 ,5,RR,Fafek J.,R,,UKR,,,,0
Setka,301,20220610,253,Crainiucov G.,R,,UKR,,,,5-11 12-10 11-6 9-11 5-11,5,RR,Dobrzhinsky O.,R,,UKR,,,,0
Setka,301,20220610,254,Marchuk M.,R,,UKR,,,,9-11 7-11 11-9 11-7 8-11,5,RR,Sachuk S.,R,,UKR,,,,0
Setka,301,20220610,255,Tebenko Y.,R,,UKR,,,,11-9 11-4 11-13 5-11 8-11,5,RR,Huchok A.,R,,UKR,,,,0
Setka,301,20220610,256,Sokoltsov Y.,R,,UKR,,,,11-5 11-5 11-5  ,5,RR,Peretiatko A.,R,,UKR,,,,1
Setka,301,20220610,257,Polak K.,R,,UKR,,,,11-9 3-11 7-11 7-11 ,5,RR,Provaznik L.,R,,UKR,,,,0
Setka,301,20220610,258,Rejent S.,R,,UKR,,,,11-6 11-8 9-11 11-5 ,5,RR,Chalupa J.,R,,UKR,,,,1
Setka,301,20220610,259,Uzun N.,R,,UKR,,,,11-9 11-4 12-10  ,5,RR,Kovik I.,R,,UKR,,,,1
Setka,301,20220610,260,Kyilo V.,R,,UKR,,,,11-9 11-5 11-5  ,5,RR,Hryshchenko O.,R,,UKR,,,,1
Setka,301,20220610,261,Okopnyi V.,R,,UKR,,,,11-3 7-11 8-11 7-11 ,5,RR,Korobko V.,R,,UKR,,,,0
Setka,301,20220610,262,Samofal Y.,R,,UKR,,,,11-8 11-4 11-7  ,5,RR,Volkov P.,R,,UKR,,,,1
Setka,301,20220610,263,Sabuka D.,R,,UKR,,,,11-5 3-11 7-11 8-11 ,5,RR,Stehlik M.,R,,UKR,,,,0
Setka,301,20220610,264,Krames J.,R,,UKR,,,,11-6 8-11 8-11 7-11 ,5,RR,Liska T.,R,,UKR,,,,0
Setka,301,20220610,265,Pashkevich R.,R,,UKR,,,,11-1 9-11 8-11 11-8 12-10,5,RR,Crainiucov G.,R,,UKR,,,,1
Setka,301,20220610,266,Budnikov A.,R,,UKR,,,,5-11 5-11 11-7 10-12 ,5,RR,Kolos Y.,R,,UKR,,,,0
Setka,301,20220610,267,Diachenko M.,R,,UKR,,,,11-7 8-11 12-10 9-11 5-11,5,RR,Chernyshov D.,R,,UKR,,,,0
Setka,301,20220610,268,Khorolskyi V.,R,,UKR,,,,11-5 8-11 11-4 11-6 ,5,RR,Peretiatko A.,R,,UKR,,,,1
Setka,301,20220610,269,Polak K.,R,,UKR,,,,7-11 11-7 8-11 11-7 9-11,5,RR,Stehlik M.,R,,UKR,,,,0
Setka,301,20220610,270,Rejent S.,R,,UKR,,,,11-6 11-6 6-11 2-11 9-11,5,RR,Liska T.,R,,UKR,,,,0
Setka,301,20220610,271,Mischenko S.,R,,UKR,,,,11-9 8-11 11-7 12-10 ,5,RR,Kovik I.,R,,UKR,,,,1
Setka,301,20220610,272,Marchuk M.,R,,UKR,,,,10-12 11-13 13-11 11-9 7-11,5,RR,Kyilo V.,R,,UKR,,,,0
Setka,301,20220610,273,Pereyaslavsky D.,R,,UKR,,,,10-12 11-13 11-6 7-11 ,5,RR,Sokoltsov Y.,R,,UKR,,,,0
Setka,301,20220610,274,Sabuka D.,R,,UKR,,,,11-13 7-11 13-11 11-13 ,5,RR,Provaznik L.,R,,UKR,,,,0
Setka,301,20220610,275,Krames J.,R,,UKR,,,,8-11 11-13 13-15  ,5,RR,Chalupa J.,R,,UKR,,,,0
Setka,301,20220610,276,Dobrzhinsky O.,R,,UKR,,,,11-13 11-13 9-11  ,5,RR,Uzun N.,R,,UKR,,,,0
Setka,301,20220610,277,Sachuk S.,R,,UKR,,,,8-11 10-12 11-7 11-9 14-12,5,RR,Chernyshov D.,R,,UKR,,,,1
Setka,301,20220610,278,Verbianyi V.,R,,UKR,,,,11-8 11-6 7-11 11-9 ,5,RR,Pavlyuk O.,R,,UKR,,,,1
Setka,301,20220610,279,Polak K.,R,,UKR,,,,5-11 9-11 6-11  ,5,RR,Sabuka D.,L,,UKR,,,,0
Setka,301,20220610,280,Rejent S.,L,,UKR,,,,9-11 9-11 11-9 11-9 5-11,5,RR,Krames J.,R,,UKR,,,,0
Setka,301,20220610,281,Hryshchenko O.,R,,UKR,,,,11-5 11-3 13-11  ,5,RR,Diachenko M.,R,,UKR,,,,1
Setka,301,20220610,282,Kistechko M.,R,,UKR,,,,7-11 11-8 11-9 12-14 6-11,5,RR,Lyevshyn V.,R,,UKR,,,,0
Setka,301,20220610,283,Stehlik M.,R,,UKR,,,,14-16 2-11 5-11  ,5,RR,Provaznik L.,R,,UKR,,,,0
Setka,301,20220610,284,Liska T.,R,,UKR,,,,11-9 11-2 11-7  ,5,RR,Chalupa J.,R,,UKR,,,,1
Setka,301,20220611,285,Danyliuk N.,R,,UKR,,,,11-9 8-11 11-8 11-9 ,5,RR,Pavlyuk O.,R,,UKR,,,,1
Setka,301,20220611,286,Bielokon Y.,R,,UKR,,,,14-12 8-11 11-4 15-13 ,5,RR,Melashenko O.,R,,UKR,,,,1
Setka,301,20220611,287,Sabuka D.,R,,UKR,,,,11-6 11-8 11-9  ,5,RR,Polak K.,R,,UKR,,,,1
Setka,301,20220611,288,Krames J.,R,,UKR,,,,11-5 11-4 11-7  ,5,RR,Rejent S.,R,,UKR,,,,1
Setka,301,20220611,289,Chelpanov S.,R,,UKR,,,,8-11 9-11 7-11  ,5,RR,Kurischenko Y.,R,,UKR,,,,0
Setka,301,20220611,290,Verbianyi V.,R,,UKR,,,,8-11 10-12 11-7 13-11 11-7,5,RR,Kistechko M.,R,,UKR,,,,1
Setka,301,20220611,291,Provaznik L.,R,,UKR,,,,8-11 11-7 14-12 8-11 8-11,5,RR,Stehlik M.,R,,UKR,,,,0
Setka,301,20220611,292,Chalupa J.,R,,UKR,,,,8-11 8-11 4-11  ,5,RR,Liska T.,R,,UKR,,,,0
Setka,301,20220611,293,Yushko R.,R,,UKR,,,,7-11 9-11 7-11  ,5,RR,Husiev V.,R,,UKR,,,,0
Setka,301,20220611,294,Bondarenko S.,R,,UKR,,,,4-11 11-13 8-11  ,5,RR,Kovalchuk O.,R,,UKR,,,,0
Setka,301,20220611,295,Danyliuk N.,R,,UKR,,,,11-8 6-11 12-10 11-6 ,5,RR,Lyevshyn V.,R,,UKR,,,,1
Setka,301,20220611,296,Homylko A.,R,,UKR,,,,5-11 10-12 8-11  ,5,RR,Chuliukov S.,R,,UKR,,,,0
Setka,301,20220611,297,Shyndel I.,R,,UKR,,,,3-11 5-11 11-8 8-11 ,5,RR,Mishchenko O.,R,,UKR,,,,0
Setka,301,20220611,298,Kistechko M.,R,,UKR,,,,9-11 11-9 11-2 5-11 11-6,5,RR,Pavlyuk O.,R,,UKR,,,,1
Setka,301,20220611,299,Bielokon Y.,R,,UKR,,,,11-5 11-7 7-11 11-13 11-9,5,RR,Husiev V.,R,,UKR,,,,1
Setka,301,20220611,300,Chelpanov S.,R,,UKR,,,,11-2 7-11 11-3 11-6 ,5,RR,Kovalchuk O.,R,,UKR,,,,1
Setka,301,20220611,301,Verbianyi V.,R,,UKR,,,,6-11 5-11 11-8 7-11 ,5,RR,Lyevshyn V.,R,,UKR,,,,0
Setka,301,20220611,302,Chuliukov S.,R,,UKR,,,,11-7 8-11 11-9 11-6 ,5,RR,Melashenko O.,R,,UKR,,,,1
Setka,301,20220611,303,Mishchenko O.,R,,UKR,,,,5-11 8-11 11-7 8-11 ,5,RR,Kurischenko Y.,R,,UKR,,,,0
Setka,301,20220611,304,Danyliuk N.,R,,UKR,,,,11-8 11-3 8-11 11-7 ,5,RR,Kistechko M.,R,,UKR,,,,1
Setka,301,20220611,305,Yushko R.,R,,UKR,,,,3-11 11-9 5-11 6-11 ,5,RR,Homylko A.,R,,UKR,,,,0
Setka,301,20220611,306,Bondarenko S.,R,,UKR,,,,9-11 7-11 11-7 8-11 ,5,RR,Shyndel I.,R,,UKR,,,,0
Setka,301,20220611,307,Lyevshyn V.,R,,UKR,,,,9-11 10-12 11-7 11-7 16-18,5,RR,Pavlyuk O.,R,,UKR,,,,0
Setka,301,20220611,308,Bielokon Y.,R,,UKR,,,,13-11 14-12 10-12 7-11 6-11,5,RR,Chuliukov S.,R,,UKR,,,,0
Setka,301,20220611,309,Chelpanov S.,R,,UKR,,,,6-11 11-8 14-12 14-12 ,5,RR,Mishchenko O.,R,,UKR,,,,1
Setka,301,20220611,310,Danyliuk N.,L,,UKR,,,,11-6 9-11 11-6 11-5 ,5,RR,Verbianyi V.,L,,UKR,,,,1
Setka,301,20220611,311,Homylko A.,R,,UKR,,,,11-1 11-7 11-2  ,5,RR,Husiev V.,R,,UKR,,,,1
Setka,301,20220611,312,Shyndel I.,R,,UKR,,,,12-10 12-14 11-9 12-14 11-6,5,RR,Kovalchuk O.,R,,UKR,,,,1
Setka,301,20220611,313,Kistechko M.,R,,UKR,,,,8-11 15-13 8-11 10-12 ,5,RR,Verbianyi V.,R,,UKR,,,,0
Setka,301,20220611,314,Yushko R.,R,,UKR,,,,6-11 6-11 11-6 9-11 ,5,RR,Melashenko O.,R,,UKR,,,,0
Setka,301,20220611,315,Bondarenko S.,R,,UKR,,,,10-12 19-17 5-11 11-7 10-12,5,RR,Kurischenko Y.,R,,UKR,,,,0
Setka,301,20220611,316,Lyevshyn V.,R,,UKR,,,,11-5 2-11 10-12 11-5 11-6,5,RR,Danyliuk N.,R,,UKR,,,,1
Setka,301,20220611,317,Bielokon Y.,R,,UKR,,,,6-11 8-11 11-2 11-5 9-11,5,RR,Homylko A.,R,,UKR,,,,0
Setka,301,20220611,318,Chelpanov S.,R,,UKR,,,,12-10 11-3 11-8  ,5,RR,Shyndel I.,R,,UKR,,,,1
Setka,301,20220611,319,Yushko R.,R,,UKR,,,,11-5 15-17 11-7 11-3 ,5,RR,Chuliukov S.,R,,UKR,,,,1
Setka,301,20220611,320,Bondarenko S.,R,,UKR,,,,11-4 8-11 7-11 11-7 7-11,5,RR,Mishchenko O.,R,,UKR,,,,0
Setka,301,20220611,321,Husiev V.,R,,UKR,,,,10-12 11-9 10-12 12-10 11-5,5,RR,Melashenko O.,R,,UKR,,,,1
Setka,301,20220611,322,Kovalchuk O.,R,,UKR,,,,11-7 8-11 10-12 11-8 11-5,5,RR,Kurischenko Y.,R,,UKR,,,,1
Setka,301,20220611,323,Bielokon Y.,R,,UKR,,,,11-8 11-13 7-11 9-11 ,5,RR,Yushko R.,R,,UKR,,,,0
Setka,301,20220611,324,Chelpanov S.,R,,UKR,,,,11-8 11-9 6-11 11-2 ,5,RR,Bondarenko S.,R,,UKR,,,,1
Setka,301,20220611,325,Homylko A.,R,,UKR,,,,11-5 11-6 7-11 11-7 ,5,RR,Melashenko O.,R,,UKR,,,,1
Setka,301,20220611,326,Shyndel I.,R,,UKR,,,,11-9 11-5 10-12 11-7 ,5,RR,Kurischenko Y.,R,,UKR,,,,1
Setka,301,20220611,327,Syksa A.,R,,UKR,,,,14-12 13-11 8-11 11-8 ,5,RR,Aristarkhov S.,R,,UKR,,,,1
Setka,301,20220611,328,Chuliukov S.,R,,UKR,,,,11-8 11-9 11-4  ,5,RR,Husiev V.,R,,UKR,,,,1
Setka,301,20220611,329,Mishchenko O.,R,,UKR,,,,12-10 11-7 12-10  ,5,RR,Kovalchuk O.,R,,UKR,,,,1
Setka,301,20220611,330,Okopnyi V.,R,,UKR,,,,11-9 11-5 11-6  ,5,RR,Korobko V.,R,,UKR,,,,1
Setka,301,20220611,331,Kurylenko O.,R,,UKR,,,,5-11 12-10 5-11 8-11 ,5,RR,Arzanov D.,R,,UKR,,,,0
Setka,301,20220611,332,Kolos Y.,R,,UKR,,,,7-11 5-11 11-6 11-6 9-11,5,RR,Budnikov A.,R,,UKR,,,,0
Setka,301,20220611,333,Honchar Y.,R,,UKR,,,,11-13 11-5 7-11 11-7 12-14,5,RR,Bochkovskyi V.,R,,UKR,,,,0
Setka,301,20220611,334,Ziakun O.,R,,UKR,,,,7-11 11-8 6-11 8-11 ,5,RR,Aristarkhov S.,R,,UKR,,,,0
Setka,301,20220611,335,Karpenko O.,R,,UKR,,,,11-7 6-11 11-6 11-7 ,5,RR,Semenets S.,R,,UKR,,,,1
Setka,301,20220611,336,Rotari A.,L,,UKR,,,,11-6 11-9 9-11 6-11 11-5,5,RR,Rotaru S.,R,,UKR,,,,1
Setka,301,20220611,337,Tebenko Y.,L,,UKR,,,,13-15 11-8 11-6 11-3 ,5,RR,Huchok A.,R,,UKR,,,,1
Setka,301,20220611,338,Syksa A.,R,,UKR,,,,9-11 11-5 11-5 11-9 ,5,RR,Kurylenko O.,R,,UKR,,,,1
Setka,301,20220611,339,Yurchenko K.,R,,UKR,,,,4-11 11-7 7-11 11-6 11-5,5,RR,Vilenchyts N.,R,,UKR,,,,1
Setka,301,20220611,340,Pavliuk V.,R,,UKR,,,,5-11 9-11 6-11  ,5,RR,Minenko A.,L,,UKR,,,,0
Setka,301,20220611,341,Bazany D.,R,,UKR,,,,11-4 4-11 12-14 6-11 ,5,RR,Polak S.,R,,UKR,,,,0
